"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Veolia Environnement S.A.",FR0000124141,2°C,,,France,Europe,"Water Utilities","Targets Set","2019-09-30 23:00:00",,"
French transnational company Veolia commits to reduce absolute scope 1 and 2 GHG emissions 22% by 2034 from a 2018 base year.
The target boundary includes biogenic emissions and removals associated with the use of bioenergy based on applicable EU and French regulation.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
Verallia,,,,,France,Europe,"Containers and Packaging",Committed,"2020-10-02 23:00:00",,,
"Verbund AG",AT0000746409,1.5°C,,,Austria,Europe,"Electric Utilities and Energy Related","Targets Set","2016-09-30 23:00:00",,"
Austrian electricity provider Verbund commits to reduce GHG emissions 90% by 2021 from a 2011 base-year (Scope 1, Scope 2, and scope 3 emissions from fuel-and-energy related activities and business air travel). This is a milestone in the long term goal to achieve carbon neutrality by 2050.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Verdani Partners",,,,,"United States of America (USA)","North America","Professional Services",Committed,"2018-06-30 23:00:00",,,
Verescence,,,,,France,Europe,"Containers and Packaging",Committed,"2020-01-01 00:00:00",,,
"Veritas Technologies, LLC",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2020-03-01 00:00:00",,,
Verizon,US92343V1044,,,,"United States of America (USA)","North America",Telecommunications,Committed,"2019-08-31 23:00:00",,,
"Vestas Wind Systems",DK0010268606,1.5°C,,1,Denmark,Europe,"Electrical Equipment and Machinery","Targets Set","2020-07-31 23:00:00",,"
Vestas Wind Systems commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a 2019 base year.* Vestas Wind Systems commits to reduce scope 3 GHG emissions 45% per MWh delivered to the market by 2030 from a 2019 base year.
* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"VF Corporation",,1.5°C,,1,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods","Targets Set","2019-12-01 00:00:00",,"
American apparel and footwear company VF Corporation commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. VF Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and upstream transportation 30% by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"VIÑA CONCHA Y TORO",CLP9796J1008,1.5°C,,1,Chile,"Latin America","Food and Beverage Processing","Targets Set","2019-12-01 00:00:00",,"
Latin American wine producer Viña Concha y Toro commits to reduce absolute scope 1, 2 and 3 GHG emissions 55% by 2030.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Vina Polkura SA",,,,1,Chile,"Latin America","Food and Beverage Processing",Committed,"2019-11-01 00:00:00",,,
"Virgin Active South Africa (Pty) Limited",,,,,"South Africa",Africa,Hospitality,Committed,"2018-03-01 00:00:00",,,
"Virgin West Coast Trains Ltd",,,,,"United Kingdom (UK)",Europe,"Ground Transportation - Railroads",Committed,"2019-04-30 23:00:00",,,
"VIRUTEX ILKO S.A",,,,,Chile,"Latin America","Consumer Products and Durables",Committed,"2019-07-31 23:00:00",,,
"Vivendi SE",,,,,France,Europe,Media,Committed,"2020-09-30 23:00:00",,,
"VMware, Inc",,1.5°C,,,"United States of America (USA)","North America","Software and Services","Targets Set","2020-05-31 23:00:00",,"
VMware commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by FY2031 from a FY2019 base year. VMware also commits to increase annual sourcing of renewable electricity from 94% in FY2019 to 100% by FY2021 and commits to continue annually sourcing 100% renewable electricity through to FY2031. VMware commits to reduce absolute scope 3 GHG emissions from employee commuting and fuel-and-energy-related activities 50% by FY2031 from a FY2019 base year. VMware further commits that 75% of its suppliers by spend covering purchased goods and services, capital goods, upstream leased assets and upstream transportation and distribution will have science-based targets by FY2025.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Vodafone Group Plc",GB00BH4HKS39,1.5°C,,1,"United Kingdom (UK)",Europe,Telecommunications,"Targets Set","2020-11-19 00:00:00",,"Multinational technology communications company Vodafone commits to reduce absolute scope 1 and 2 GHG emissions 95% by FY2030 from a FY2020 base year. Vodafone commits to reduce absolute scope 3 GHG emissions 50% within the same timeframe. Vodafone also commits to increase annual sourcing of renewable electricity from 26% in FY2020 to 100% by FY2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Volkswagen AG",DE0007664039,"Well-below 2°C",,,Germany,Europe,"Automobiles and Components","Targets Set","2020-08-31 23:00:00",,"
Volkswagen AG commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Volkswagen AG further commits to reduce scope 3 GHG emissions from use of sold products of light duty vehicles 30% per vehicle km by 2030 from a 2018 base year. Volkswagen subsidiary Scania CV commits to reduce scope 3 GHG emissions from use of sold products 20% per vehicle km by 2025 from a 2015 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Volvo Car Group",,1.5°C,,,Sweden,Europe,"Automobiles and Components","Targets Set","2020-08-31 23:00:00",,"
Volvo Car Group commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2019 base year. Volvo Car Group commits to reduce scope 3 GHG emissions from use of sold products 52% per vehicle kilometer by 2030 from a 2019 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"VPK Packaging Group",,,,,Belgium,Europe,"Forest and Paper Products",Committed,"2020-07-31 23:00:00",,,
"Walmart Inc.",US9311421039,1.5°C,,,"United States of America (USA)","North America","Food and Staples Retailing","Targets Set","2016-11-01 00:00:00",,"
Walmart commits to reduce absolute scopes 1 and 2 GHG emissions 35% by 2025 and 65% by 2030 from a 2015 base year. Walmart will also work to reduce CO2e emissions from upstream and downstream scope 3 sources by one billion tonnes between by 2030 from a 2015 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"WasteBox, Inc.",,1.5°C,1,1,Japan,Asia,"Professional Services","Targets Set","2020-05-31 23:00:00",,"WasteBox, Inc. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Wereldhave,,"Well-below 2°C",1,,Netherlands,Europe,"Real Estate","Targets Set","2020-11-19 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/

Wereldhave commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Westpac Banking Corporation",AU000000WBC1,,,,Australia,Oceania,"Banks, Diverse Financials and Insurance",Committed,"2015-11-01 00:00:00",,,
"Whirlpool Corporation",US9633201069,"Well-below 2°C",,,"United States of America (USA)","North America","Consumer Products and Durables","Targets Set","2020-05-31 23:00:00",,"
Whirlpool Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2016 base year. Whirlpool Corporation also commits to reduce absolute scope 3 GHG emissions from use of sold products 20% over the same timeframe
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"White House",,1.5°C,1,1,India,Asia,"Textiles, Apparel, Luxury Goods","Targets Set","2020-09-30 23:00:00",,"White House commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Wihlborgs Fastigheter",SE0011205194,1.5°C,1,,Sweden,Europe,"Real Estate","Targets Set","2020-12-17 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/
Wihlborgs Fastigheter AB commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Willmott Dixon Holdings Limited",,1.5°C,,,"United Kingdom (UK)",Europe,"Construction and Engineering","Targets Set","2020-09-30 23:00:00",,"
Willmott Dixon commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a 2018 base year. Willmott Dixon also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 55% by 2030 and 100% by 2040 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Wipro,INE075A01022,"Well-below 2°C",,1,India,Asia,"Software and Services","Targets Set","2018-09-30 23:00:00",,"
Information technology, consulting and business process services company, Wipro commits to reduce absolute scope 1 and 2 GHG emissions 14% by 2022 and 48% by 2030, from a 2017 base-year. In addition, Wipro commits to reduce absolute scope 3 GHG emissions 10% by 2022and 30% by 2030 from a 2017 base-year for business travel, employee commute, upstream fuel and energy related emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Woolworths Group Limited",AU000000WOW2,1.5°C,,,Australia,Oceania,"Food and Staples Retailing","Targets Set","2020-08-31 23:00:00",,"
Woolworths commits to reduce absolute scope 1 and 2 GHG emissions 63% by 2030 from a 2015 base year. Woolworths commits to reduce absolute scope 3 GHG emissions 19% by 2030 from a 2015 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Woolworths Holdings Ltd",AU000000WOW2,1.5°C,,,"South Africa",Africa,Retailing,"Targets Set","2020-09-30 23:00:00",,"
Woolworths Holdings Ltd commits to reduce absolute scope 1 scope 2 GHG emissions 50% by 2030 from a 2019 base year. Woolworths Holdings Ltd commits that 25% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2024.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Workday,,,,1,"United States of America (USA)","North America","Software and Services",Committed,"2020-09-30 23:00:00",,,
"Workspace Group PLC",GB00B67G5X01,1.5°C,,1,"United Kingdom (UK)",Europe,"Real Estate","Targets Set","2020-11-05 00:00:00",,"Workspace commits to reduce absolute scope 1 GHG emissions 42% by FY2030 from a FY2020 base year. Workspace commits to continue annually sourcing 100% renewable electricity through FY2030. Workspace also commits to reduce scope 3 GHG from capital goods 20% per square foot of net lettable area by FY2030 from a FY2020 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
